waypoint1	waypoint2	distance_m	duration_s
Hwy 31 West Utah	Mt Ashland Oregon	1339434	254124
Hwy 21-245-180-198 California	Little Cottonwood Canyon Utah	1380636	266479
Hwy 21-245-180-198 California	Daylight Pass Rd California	427583	96482
Mt Spokane Washington	Hurricane Ridge Washington	726018	144940
Rock Creek California	Mt Harrision Idaho	906601	166385
Hwy 153 Utah	Dantes View California	541642	95860
Wolf Creek Pass Colorado	Left Hand Canyon Colorado	556036	126075
Mosquito Ridge Rd East California	Mt Hood Oregon	943040	193093
Bear Creek Road California	White Mountain California	389634	81678
Hwy 157-158 Nevada	Mt Harrision Idaho	806815	144817
Mt Baldy California	White Mountain California	413320	76324
Grand Mesa South Colorado	Dantes View California	1268968	250152
Mineral King Rd California	Hwy 14 West Wyoming	1944690	390845
Left Hand Canyon Colorado	Daylight Pass Rd California	1477673	297099
East Portal Colorado	Guanella Pass Colorado	416622	95172
Pikes Peak Colorado	Grand Mesa North Colorado	445400	105002
Hwy 157-158 Nevada	Mt Auscutney Vermont	4715849	883808
Bear Creek Road California	Little Cottonwood Canyon Utah	1352248	264574
Wheeler Peak Nevada	Cottonwood Pass Colorado	1006096	205982
Wildrose California	Clingman's Dome Tennessee	3873260	741830
Mt Shasta California	Breckenridge Rd East California	1038725	203070
Mt Washington Auto Rd New Hampshire	Grand Mesa South Colorado	3983942	772740
Wildrose California	Sandia Crest Hwy New Mexico	1253882	251596
Emigrant Pass East California	Rock Creek California	232438	47133
Horseshoe Meadows Rd California	Parks Creek East California	799390	158756
Lake Sabrina California	Hwy 14 Alt Route Wyoming	1577937	297894
Hwy 14 Alt Route Wyoming	Trail Ridge Rd Colorado	763593	148833
Hwy 190 California	Whiteface Mt New York	5112443	958469
Powder Mountain Utah	Big Cottonwood Canyon Utah	112801	22660
Cottonwood Pass Colorado	Mt Hood Oregon	1979837	378283
Sonora Pass West California	Elkhorn Summit Oregon	981775	189435
Hwy 157 Mt Charleston Nevada	Burke Mt Vermont	4823153	895880
Hwy 143 Utah	Hwy 180 West California	1060641	208819
Mt Shasta California	Gibraltar Road Santa Barbara California	1113469	224628
Hwy 31 West Utah	Palomar Mt California	1139804	227625
Hwy 38-Valley of Falls California	Daylight Pass Rd California	371688	78664
Hwy 168 California	Grand Mesa North Colorado	1692997	337774
Mt Evans Colorado	Sandia Crest Hwy New Mexico	661667	134404
Mt Graham Arizona	Rock Creek California	1335695	241713
Hwy 168 California	Townes Pass East California	543329	114656
Mt Shasta California	Hwy 39-Crystal Lake Rd California	1266643	251871
Mt Graham Arizona	Hwy 31 West Utah	1017833	212993
Mt Evans Colorado	Hwy 39-Dawson's Saddle California	1741052	352551
Hwy 157-158 Nevada	Hwy 21-Whittaker Forest California	711245	137096
Rock Creek California	Hwy 38-Valley of Falls California	459409	83355
Kolob Terrace Rd Utah	Big Cottonwood Canyon Utah	465914	91890
Emigrant Pass East California	Nate Harrison Grade California	448680	93150
South Lake California	Palomar Mt California	534233	99163
Mt Washington Auto Rd New Hampshire	Hurricane Ridge Washington	5121302	963957
Grand Mesa South Colorado	Mt Rose California	1386028	276028
Wolf Creek Pass Colorado	Etna Summit West California	2028353	398367
Lone Pine-Table Mountain California	Hurricane Ridge Washington	2022459	385109
Whitney Portal California	White Mountain California	75525	13240
Powder Mountain Utah	Glacier Lodge Rd California	972131	180537
Guanella Pass Colorado	White Mountain California	1490140	304747
Mosquito Ridge Rd East California	Mt Harrision Idaho	985033	197332
Bear Creek Road California	Guanella Pass Colorado	1895890	392773
Portuguese Pass California	Hwy 38-Valley of Falls California	371879	78272
Glacier Lodge Rd California	Trail Ridge Rd Colorado	1518679	309404
Hwy 190 California	Parks Creek East California	936962	181871
Mt Shasta California	Mt Equinox Vermont	4945285	942770
Wheeler Peak Nevada	Left Hand Canyon Colorado	1004270	217200
Mt Equinox Vermont	Mt Harrision Idaho	4071666	769316
Onion Valley Rd California	Whitney Portal California	26732	4574
Sonora Pass West California	Whitney Portal California	304165	67667
Kolob Terrace Rd Utah	Parks Creek East California	1182247	227337
Hwy 143 Utah	Independence Pass Colorado	781384	165894
Burke Mt Vermont	Hwy 156-Lee Canyon Nevada	4845164	899331
Hwy 156-158 Nevada	Hurricane Ridge Washington	1925069	360898
Gibraltar Road Santa Barbara California	Onion Valley Rd California	429653	77722
Cottonwood Pass Colorado	Hurricane Ridge Washington	2445522	486821
Sonora Pass West California	Hwy 21-245-180-198 California	417894	91365
Magnolia Dr Colorado	Parks Creek East California	2129754	405555
Whiteface Mt New York	White Mountain California	4808853	899982
Hwy 330 California	White Mountain California	402409	73674
Mt Rose California	Pine Creek Rd California	297495	61780
Lone Pine-Table Mountain California	Breckenridge Rd East California	224126	48498
Hwy 18-Waterman Canyon California	Clingman's Dome Tennessee	3852914	731156
Wildrose California	Portuguese Pass California	234581	54543
Wheeler Peak Nevada	Mt Hood Oregon	1188882	221080
Hwy 18-Waterman Canyon California	Parks Creek East California	1104489	219005
Rock Creek California	Mt Spokane Washington	1489671	283113
Magnolia Dr Colorado	Whitney Portal California	1569963	326795
Guardsman Pass Utah	Townes Pass East California	814613	150512
Hwy 31 West Utah	Death Valley Rd East California	761851	142197
Mt Evans Colorado	Pine Creek Rd California	1580304	311953
Hwy 156-158 Nevada	Mt Lemmon Arizona	803696	143719
Sherman Pass West California	Hwy 14 West Wyoming	1811802	356675
Slumgullion Pass West Colorado	N4/Table Mt California	1247234	247475
Hwy 14 West Wyoming	White Mountain California	1614407	306820
Mt Rose California	Hwy 21-Whittaker Forest California	583026	125660
Powder Mountain Utah	Hwy 153 Utah	426200	82139
Grand Mesa South Colorado	Beartooth Pass North Montana	908584	183721
Guardsman Pass Utah	Wheeler Peak Nevada	350532	66599
Hwy 156-158 Nevada	Sandia Crest Hwy New Mexico	1020384	200918
Little Cottonwood Canyon Utah	White Mountain California	903925	170284
Pine Creek Rd California	Hwy 39-Dawson's Saddle California	490028	95477
Hwy 157 Mt Charleston Nevada	Hwy 82 New Mexico	1104736	213004
Hwy 39-Crystal Lake Rd California	Hwy 39-Dawson's Saddle California	779	159
Mt Baldy California	Onion Valley Rd California	364527	67657
Emigrant Pass East California	Mt Harrision Idaho	827183	150325
Hwy 82 New Mexico	Townes Pass West California	1343842	259477
Pikes Peak Colorado	Lone Pine-Table Mountain California	1648631	323776
N4/Table Mt California	Pine Creek Rd California	381827	67175
Slumgullion Pass West Colorado	Mt Equinox Vermont	3666680	689705
Hwy 157 Mt Charleston Nevada	Hwy 14 West Wyoming	1426877	270239
Hwy 157 Mt Charleston Nevada	Grand Mesa South Colorado	1091257	215793
Mt Baldy California	Mt Ashland Oregon	1276855	241335
Sherman Pass West California	Mission Ridge Washington	1741398	330871
Independence Pass Colorado	Nine Mile Rd California	1481210	301308
Dantes View California	Hwy 21-Whittaker Forest California	456190	101478
Hwy 198 California	Mt Spokane Washington	1892616	362504
Mineral King Rd California	Hwy 157-158 Nevada	713286	138166
Hwy 157 Mt Charleston Nevada	White Mountain California	366375	70208
Nate Harrison Grade California	Hwy 39-Dawson's Saddle California	169451	34153
Wolf Creek Pass Colorado	Pine Creek Rd California	1439718	280354
Guardsman Pass Utah	Hwy 156-158 Nevada	740567	136051
Hwy 21-245-180-198 California	Death Valley Rd East California	236625	84280
Mosquito Ridge Rd East California	Wheeler Peak Nevada	777950	163364
Hwy 157 Mt Charleston Nevada	Hwy 21-Whittaker Forest California	711245	137096
Left Hand Canyon Colorado	Gibraltar Road Santa Barbara California	2037499	405264
Townes Pass West California	Dantes View California	83266	22158
Balch Park Rd California	Mix Canyon Fairfield California	481368	92679
Hwy 14 Alt Route Wyoming	Townes Pass West California	1562049	301234
Hwy 168 California	Lone Pine-Table Mountain California	469242	94858
Mineral King Rd California	Portuguese Pass California	118334	27166
Clingman's Dome Tennessee	Elkhorn Summit Oregon	3863211	756487
Sherman Pass West California	Lone Pine-Table Mountain California	270230	54791
Mt Lemmon Arizona	Hwy 39-Dawson's Saddle California	836603	153046
Hwy 153 Utah	Hurricane Ridge Washington	1798318	355685
Mineral King Rd California	Guanella Pass Colorado	1933022	401083
Monitor Pass East California	Little Cottonwood Canyon Utah	904752	172177
Hwy 38-Valley of Falls California	Mt Evans Colorado	1648306	334299
Hwy 38-Valley of Falls California	Hwy 39-Dawson's Saddle California	102038	20359
East Portal Colorado	Trail Ridge Rd Colorado	477749	109530
Hwy 157 Mt Charleston Nevada	Slumgullion Pass West Colorado	1043118	218476
Mt Hood Oregon	Clingman's Dome Tennessee	4581467	882712
Grand Mesa South Colorado	Whiteface Mt New York	3679716	715788
Cottonwood Pass Colorado	Big Cottonwood Canyon Utah	792476	166068
Sonora Pass West California	Palomar Mt California	738622	153947
Guardsman Pass Utah	Cottonwood Pass Colorado	696536	146321
Glacier Lodge Rd California	Hwy 39-Crystal Lake Rd California	444794	82814
Hwy 14 West Wyoming	Hwy 21-Whittaker Forest California	1802915	377894
Grand Mesa South Colorado	Hwy 157-158 Nevada	1096630	221386
Guardsman Pass Utah	Sandia Crest Hwy New Mexico	954546	190164
Hwy 14 Alt Route Wyoming	Mt Ashland Oregon	1623740	308388
Trail Ridge Rd Colorado	Monitor Pass East California	1588595	315163
Hwy 18-Waterman Canyon California	Mt Graham Arizona	939634	169564
Powder Mountain Utah	Independence Pass Colorado	697662	150786
Cottonwood Pass Colorado	Etna Summit West California	2071170	416535
Hwy 82 New Mexico	Tollhouse Rd California	1828252	339290
Cottonwood Pass Colorado	Hwy 21-245-180-198 California	1862684	368458
Sonora Pass West California	Grand Mesa South Colorado	1400925	280433
Mt Ashland Oregon	Breckenridge Rd East California	1158938	231207
Little Cottonwood Canyon Utah	Mt Rose California	882903	169982
Mt Equinox Vermont	Whiteface Mt New York	200445	42528
Horseshoe Meadows Rd California	Onion Valley Rd California	33160	5715
Rock Creek California	Mix Canyon Fairfield California	448217	100678
Mt Rose California	Elkhorn Summit Oregon	830702	156569
Hwy 14 West Wyoming	Mt Rose California	1476392	280202
Hwy 330 California	Hwy 21-Whittaker Forest California	448082	91245
Cottonwood Pass Colorado	Nate Harrison Grade California	1625605	321214
Horseshoe Meadows Rd California	Guanella Pass Colorado	1570066	318916
Burke Mt Vermont	Clingman's Dome Tennessee	2053846	415154
Grand Mesa South Colorado	Refugio Rd California	1548425	298678
Bear Creek Road California	Hwy 143 Utah	1004666	201514
Beasore Rd California	Mt Evans Colorado	1741503	363241
Hwy 157 Mt Charleston Nevada	Pikes Peak Colorado	1417550	279317
Hwy 190 California	Hwy 153 Utah	1062428	211709
Beartooth Pass North Montana	Nate Harrison Grade California	1922267	371798
Mt Auscutney Vermont	Whiteface Mt New York	222434	48408
Mineral King Rd California	Etna Summit West California	910000	192708
Mineral King Rd California	Mt Ashland Oregon	1011580	200603
Hwy 156-158 Nevada	Hwy 330 California	479800	89799
Mt Spokane Washington	Parks Creek East California	1025856	196321
Hwy 21-245-180-198 California	Mt Equinox Vermont	5136130	964947
Mt Spokane Washington	Onion Valley Rd California	1543906	292132
Independence Pass Colorado	Pine Creek Rd California	1449218	287710
Lake Sabrina California	Hwy 39-Dawson's Saddle California	475548	92774
Death Valley Rd East California	Sandia Crest Hwy New Mexico	1298908	250974
Hwy 38-Valley of Falls California	Hwy 153 Utah	822330	161493
Lone Pine-Table Mountain California	Hwy 21-Whittaker Forest California	402544	82414
Lake Sabrina California	Portuguese Pass California	337644	69680
Mosquito Ridge Rd East California	Mt Ashland Oregon	612537	130530
Trail Ridge Rd Colorado	Hwy 198 California	2058950	416612
Grand Mesa South Colorado	Hwy 168 California	1670192	326458
Hwy 190 California	Etna Summit West California	934068	195313
Hwy 14 Alt Route Wyoming	Hwy 39-Crystal Lake Rd California	1949565	378965
Sonora Pass West California	Etna Summit West California	669423	140404
Hwy 143 Utah	Townes Pass East California	507019	91863
Wheeler Peak Nevada	Hwy 180 West California	718458	175295
Beasore Rd California	Parks Creek East California	786284	156604
Hwy 330 California	Mt Lemmon Arizona	752883	135781
Grand Mesa South Colorado	Hwy 156-Lee Canyon Nevada	1118641	224838
Townes Pass West California	Hwy 39-Crystal Lake Rd California	352015	70565
Death Valley Rd East California	Hurricane Ridge Washington	1673980	321304
Sherman Pass West California	Gibraltar Road Santa Barbara California	368774	72201
Tollhouse Rd California	Hwy 21-Whittaker Forest California	144133	29303
Parks Creek East California	Mt Auscutney Vermont	5152597	980830
Hwy 14 Alt Route Wyoming	Cottonwood Pass Colorado	884901	175833
Hwy 38-Valley of Falls California	Hwy 180 West California	490567	99498
Hwy 14 West Wyoming	Big Cottonwood Canyon Utah	727783	145260
Hwy 157-158 Nevada	Breckenridge Rd East California	518561	101415
Hwy 157-158 Nevada	Lone Pine-Table Mountain California	418442	78219
Mt Ashland Oregon	Big Cottonwood Canyon Utah	1231908	235492
Guardsman Pass Utah	Mt Evans Colorado	695678	145220
Mt Graham Arizona	Horseshoe Meadows Rd California	1223542	220742
Shirley Meadows California	Portuguese Pass California	41886	14454
Pikes Peak Colorado	Onion Valley Rd California	1768028	352982
Mosquito Ridge Rd East California	Monitor Pass East California	221302	56508
Hwy 330 California	Hurricane Ridge Washington	2107605	400425
Hwy 153 Utah	Hwy 18 North California	752875	146625
Death Valley Rd East California	Hwy 39-Dawson's Saddle California	497382	100899
Hwy 330 California	Lone Pine-Table Mountain California	45542	11658
Powder Mountain Utah	Mt Spokane Washington	1164367	220165
Glacier Lodge Rd California	Hwy 168 California	259302	86236
Slumgullion Pass West Colorado	Mt Evans Colorado	361055	86273
Wildrose California	Nate Harrison Grade California	384033	77371
Glacier Lodge Rd California	Hwy 18 North California	377443	66809
Hwy 157-158 Nevada	Mission Ridge Washington	1658926	309173
Sonora Pass West California	Hwy 330 California	626346	131210
Glacier Lodge Rd California	Hwy 156-Lee Canyon Nevada	349912	69644
Clingman's Dome Tennessee	Whiteface Mt New York	1878806	378656
Clingman's Dome Tennessee	Empire Pass Utah	3166214	609352
Hwy 330 California	Grand Mesa North Colorado	1365306	275293
Rock Creek California	Independence Pass Colorado	1444013	291401
Hwy 157-158 Nevada	South Lake California	398725	75558
Monitor Pass East California	Townes Pass East California	423838	90182
Hwy 14 West Wyoming	Gibraltar Road Santa Barbara California	2014017	385284
Left Hand Canyon Colorado	Slumgullion Pass West Colorado	477952	117048
Clingman's Dome Tennessee	Dantes View California	3766310	715220
Guardsman Pass Utah	Hurricane Ridge Washington	1732344	335558
Hwy 18 North California	Sandia Crest Hwy New Mexico	1151147	218130
Rock Creek California	Hurricane Ridge Washington	1632994	318768
Hwy 156-158 Nevada	Beasore Rd California	627887	137915
Big Cottonwood Canyon Utah	Mt Harrision Idaho	306825	57670
Hwy 18-Waterman Canyon California	Refugio Rd California	314855	60791
East Portal Colorado	Emigrant Pass East California	1273499	250271
Mt Hood Oregon	Onion Valley Rd California	1243342	230368
Townes Pass West California	Magnolia Dr Colorado	1486684	315469
Shirley Meadows California	Hwy 330 California	292155	59312
Lone Pine-Table Mountain California	Grand Mesa North Colorado	1326113	267137
Left Hand Canyon Colorado	Mt Lemmon Arizona	1512041	290303
Mt Lemmon Arizona	Tollhouse Rd California	1262990	234824
Hwy 82 New Mexico	Grand Mesa North Colorado	889043	181292
Portuguese Pass California	Mt Equinox Vermont	5004443	946138
Guardsman Pass Utah	Hwy 143 Utah	378286	72621
Lake Sabrina California	East Portal Colorado	1332572	267937
Hwy 39-Crystal Lake Rd California	Horseshoe Meadows Rd California	367155	69442
