waypoint1	waypoint2	distance_m	duration_s
Aspen, Colorado	Sandia Crest Hwy, NM	620973	130686
Monitor Pass East, CA	Hwy 18 North, CA	4452054	847851
Monitor Pass East, CA	Wolf Creek Pass, CO	1541138	303081
Sherman Pass West, CA	Mt Auscutney, VT	5055906	954415
Hwy 157-158, NV	Tollhouse Rd, CA	807017	154824
Onion Valley Rd, CA	Pine Creek Rd, CA	2028953	389514
Glacier Lodge Rd, CA	Hwy 14 Alt Route, WY	1483895	296574
Little Cottonwood Canyon, UT	Elkhorn Summit, OR	926111	179034
Hwy 156-Lee Canyon, NV	Guanella Pass, CO	1431498	296272
Kolob Terrace Rd, UT	Portuguese Pass, CA	763874	163522
Sonora Pass West, CA	Mission Ridge, WA	1279032	254315
Hwy 156-Lee Canyon, NV	Whitney Portal, CA	367036	80989
Grand Mesa South, CO	Monitor Pass East, CA	1374678	275849
Sonora Pass West, CA	Mt Hood, OR	997774	202535
Hwy 198, CA	Hwy 157 (Mt Charleston), NV	517490	135667
Cajon Junction, California 92371	Wolf Creek Pass, CO	1319002	253750
Trail Ridge Rd, CO	Left Hand Canyon, CO	86738	20141
Hwy 157 (Mt Charleston), NV	Empire Pass, UT	762892	146975
Clingman's Dome, TN	Dantes View, CA	3804895	737580
Pikes Peak, CO	La Luz, NM	871811	162261
Mix Canyon, Fairfield	South Lake, CA	585428	119987
Mineral King Rd, CA	Etna Summit West, CA	922113	197383
Nine Mile Rd, CA	Nate Harrison Grade, CA	4761143	884296
Mt Auscutney, VT	Horseshoe Meadows Rd, CA	5059447	948776
Valley of the Falls Dr, Forest Falls, CA 92339	Sonora Pass West, CA	651932	127492
Sherman Pass West, CA	Hwy 190, CA	122489	28097
Whiteface Mt, NY	Clingman's Dome, TN	1910949	397748
Mt Ashland, OR	Aspen, Colorado	1912879	383207
Mt Graham, AZ	Hwy 18-Waterman Canyon, CA	962102	185116
Mt Evans, CO	Grand Mesa North, CO	445137	107985
Hwy 157 (Mt Charleston), NV	Cajon Junction, California 92371	449855	82448
Hwy 168, CA	Mosquito Ridge Rd East, CA	477976	112015
Hwy 190, CA	Hwy 39-Crystal Lake Rd, CA	373934	77031
Mt Evans, CO	Lake Sabrina, CA	1639873	331131
Monitor Pass East, CA	Hwy 143, UT	788972	156826
Sherman Pass West, CA	Mt Graham, AZ	1130326	224493
Dawson's Saddle, CA	Nate Harrison Grade, CA	191960	48983
Hwy 156-Lee Canyon, NV	Clingman's Dome, TN	3691504	714180
Wolf Creek Pass, CO	Hwy 18-Waterman Canyon, CA	1360768	271116
Townes Pass West, CA	Mt Hood, OR	1346549	266251
Wildrose, CA	Mt Ashland, OR	1969597	401596
Mission Ridge, WA	Wolf Creek Pass, CO	2186760	425923
Big Cottonwood Canyon, UT	Emigrant Pass East, CA	813173	159062
Pikes Peak, CO	Aspen, Colorado	263486	67004
Whitaker Forest Road, Badger, California	Whiteface Mt, NY	5167136	974045
Hwy 157 (Mt Charleston), NV	Daylight Pass Rd, CA	222366	39216
Parks Creek East, CA	Nine Mile Rd, CA	4933896	931630
Beasore Rd, CA	Dantes View, CA	518132	122029
Dawson's Saddle, CA	Nine Mile Rd, CA	4728814	873046
Nine Mile Rd, CA	Whitaker Forest Road, Badger, California	5001111	932056
Beasore Rd, CA	Mission Ridge, WA	1589280	317691
Mt Washington Auto Rd, NH	Mosquito Ridge Rd East, CA	5217749	991420
Sherman Pass West, CA	Little Cottonwood Canyon, UT	1021692	208204
Hwy 21-245-180-198, CA	Balch Park Rd, CA	407264	84380
Kolob Terrace Rd, UT	Wolf Creek Pass, CO	809964	156534
South Lake, CA	Grand Mesa North, CO	1455835	292336
Beartooth Pass North, MT	Hwy 18-Waterman Canyon, CA	1777945	341009
Hwy 190, CA	Hwy 18 North, CA	4171099	795230
Mt Evans, CO	Hwy 18-Waterman Canyon, CA	1729530	356814
Mineral King Rd, CA	Gibraltar Road, Santa Barbara, CA	341054	92107
Hwy 14 Alt Route, WY	Elkhorn Summit, OR	1453092	276457
Burke Mt, VT	Tollhouse Rd, CA	5421258	1012274
Hwy 330, CA	Empire Pass, UT	1172985	235809
Hwy 168, CA	Hwy 198, CA	177906	65622
Beartooth Pass North, MT	Mt Hood, OR	1451358	296097
Wheeler Peak, NV	Grand Mesa North, CO	775523	162131
Left Hand Canyon, CO	Emigrant Pass East, CA	1492956	308612
Hwy 14 West, WY	Hwy 153, UT	916437	190055
La Luz, NM	Hwy 39-Crystal Lake Rd, CA	1421623	260681
Slumgullion Pass West, CO	Hwy 168, CA	1389830	279630
Sherman Pass West, CA	Nine Mile Rd, CA	4804232	894012
Parks Creek East, CA	Mt Evans, CO	1965255	388771
Nate Harrison Grade, CA	Lake Sabrina, CA	564274	118324
Hwy 14 West, WY	Hwy 14 Alt Route, WY	0	0
Pikes Peak, CO	Monitor Pass East, CA	1719825	344793
Wildrose, CA	Mosquito Ridge Rd East, CA	2252006	451215
Hwy 14 West, WY	Sandia Crest Hwy, NM	880994	177914
Mt Auscutney, VT	Death Valley Rd East, CA	5004201	946160
Dawson's Saddle, CA	Mt Graham, AZ	938386	184276
Refugio Rd, CA	Hwy 21-245-180-198, CA	436959	92786
Sonora Pass West, CA	Dantes View, CA	464517	94636
Hwy 39-Crystal Lake Rd, CA	Cottonwood Pass, CO	1533596	317236
Mt Baldy, CA	Grand Mesa North, CO	1488335	306990
Townes Pass East, CA	Emigrant Pass East, CA	180009	35259
Hwy 156-Lee Canyon, NV	Monitor Pass East, CA	596884	115991
Palomar Mt, CA	Aspen, Colorado	1513702	303860
Hwy 21-245-180-198, CA	Empire Pass, UT	1332085	273372
Aspen, Colorado	Hwy 31 West, UT	555942	116421
Palomar Mt, CA	Gibraltar Road, Santa Barbara, CA	389741	81867
Hwy 168, CA	Death Valley Rd East, CA	66694	18384
Valley of the Falls Dr, Forest Falls, CA 92339	Hwy 180 West, CA	503824	106378
Trail Ridge Rd, CO	Refugio Rd, CA	1971247	384789
Mt Equinox, VT	Slumgullion Pass West, CO	3663994	689607
Refugio Rd, CA	Whitney Portal, CA	465214	86303
Mt Equinox, VT	Glacier Lodge Rd, CA	4839152	916810
Wildrose, CA	Left Hand Canyon, CO	2312283	429945
Kolob Terrace Rd, UT	Etna Summit West, CA	1282981	252273
Glacier Lodge Rd, CA	Mt Rose, CA	345037	76532
La Luz, NM	Mt Spokane, WA	2536345	486051
Mt Harrision, ID	Gibraltar Road, Santa Barbara, CA	1407968	256271
Monitor Pass East, CA	Beartooth Pass North, MT	1386159	266352
Powder Mountain, UT	Portuguese Pass, CA	1342865	267517
Portuguese Pass, CA	Hurricane Ridge, WA	1959034	392156
Hwy 157 (Mt Charleston), NV	Hwy 153, UT	490822	101250
Burke Mt, VT	Monitor Pass East, CA	5029767	935931
Mt Harrision, ID	Hurricane Ridge, WA	1344136	272173
Rock Creek, CA	Whiteface Mt, NY	4940604	930265
Slumgullion Pass West, CO	Glacier Lodge Rd, CA	1434988	296634
Whiteface Mt, NY	Empire Pass, UT	3923306	738782
Grand Mesa South, CO	Townes Pass West, CA	1154667	231946
Guardsman Pass, UT	Onion Valley Rd, CA	980127	190160
Pikes Peak, CO	Hwy 330, CA	1677726	335325
Dawson's Saddle, CA	Grand Mesa South, CO	1429263	290650
Mt Equinox, VT	Death Valley Rd East, CA	4912262	924871
Mt Equinox, VT	Mt Rose, CA	4800241	909463
Mission Ridge, WA	Hwy 18-Waterman Canyon, CA	1850564	356643
Glacier Lodge Rd, CA	Daylight Pass Rd, CA	194053	43775
Mineral King Rd, CA	Sandia Crest Hwy, NM	1550162	313976
Clingman's Dome, TN	Whitney Portal, CA	4000246	772044
Mix Canyon, Fairfield	Hwy 153, UT	1089128	214569
Hwy 180 West, CA	Gibraltar Road, Santa Barbara, CA	445662	95328
Hwy 157-158, NV	Mt Washington Auto Rd, NH	4887184	922264
Hwy 14 West, WY	Mosquito Ridge Rd East, CA	1728552	333983
Valley of the Falls Dr, Forest Falls, CA 92339	Hwy 330, CA	43474	13796
Kolob Terrace Rd, UT	Emigrant Pass East, CA	414953	87013
Breckenridge Rd East, CA	Whitaker Forest Road, Badger, California	205864	42709
Left Hand Canyon, CO	Mt Evans, CO	151090	35171
Whitaker Forest Road, Badger, California	Beasore Rd, CA	192995	50370
Guardsman Pass, UT	Pikes Peak, CO	823898	175365
Mt Ashland, OR	Left Hand Canyon, CO	2107639	406312
Guanella Pass, CO	Little Cottonwood Canyon, UT	774271	169999
Powder Mountain, UT	Kolob Terrace Rd, UT	560888	111407
Clingman's Dome, TN	Empire Pass, UT	3206786	632422
Big Cottonwood Canyon, UT	East Portal, CO	751710	164961
Mineral King Rd, CA	Mt Washington Auto Rd, NH	5429988	1032786
Wheeler Peak, NV	Monitor Pass East, CA	657006	132068
Onion Valley Rd, CA	Tollhouse Rd, CA	218340	79635
Aspen, Colorado	Cottonwood Pass, CO	87550	29241
N4/Table Mt, CA	Mt Baldy, CA	2310805	440470
Hwy 31 West, UT	East Portal, CO	679651	140809
Hwy 198, CA	Onion Valley Rd, CA	102799	52925
Valley of the Falls Dr, Forest Falls, CA 92339	Mt Spokane, WA	1943247	372869
Mix Canyon, Fairfield	Whitney Portal, CA	574560	124616
Breckenridge Rd East, CA	Hwy 18-Waterman Canyon, CA	298330	66651
Hwy 14 Alt Route, WY	Mission Ridge, WA	1870737	358058
Mineral King Rd, CA	Left Hand Canyon, CO	2158271	437858
Left Hand Canyon, CO	Hwy 18-Waterman Canyon, CA	1862062	374066
Sherman Pass West, CA	Mt Spokane, WA	1732345	335799
Hwy 157-158, NV	White Mountain, CA	376473	71841
Hwy 168, CA	Cajon Junction, California 92371	375422	68529
Whitaker Forest Road, Badger, California	Empire Pass, UT	1054710	241900
Dawson's Saddle, CA	Mix Canyon, Fairfield	767997	148381
Mt Graham, AZ	Little Cottonwood Canyon, UT	1151965	241299
Sandia Crest Hwy, NM	Mt Evans, CO	720091	152158
Tollhouse Rd, CA	Grand Mesa North, CO	1735581	349386
Kolob Terrace Rd, UT	Mt Shasta, CA	1163062	226186
Hwy 21-245-180-198, CA	Hwy 157-158, NV	976777	188052
Pikes Peak, CO	Wildrose, CA	2504986	466289
Guardsman Pass, UT	N4/Table Mt, CA	1363471	263330
N4/Table Mt, CA	Pine Creek Rd, CA	207922	41341
Glacier Lodge Rd, CA	Townes Pass East, CA	175072	37061
Beasore Rd, CA	Gibraltar Road, Santa Barbara, CA	524700	119459
Mt Harrision, ID	Grand Mesa South, CO	866557	181241
Bear Creek Road, CA	Mission Ridge, WA	1451038	292715
Daylight Pass Rd, CA	Elkhorn Summit, OR	1136767	218277
Wheeler Peak, NV	Hwy 21-245-180-198, CA	1054354	209610
Breckenridge Rd East, CA	Hwy 14 West, WY	1846472	367260
Hurricane Ridge, WA	Beartooth Pass North, MT	1660655	339271
Whitney Portal, CA	Mt Evans, CO	1638264	334978
Mt Equinox, VT	La Luz, NM	3753307	696889
Cottonwood Pass, CO	Hwy 156-158, NV	2838734	554522
Aspen, Colorado	Mission Ridge, WA	2047338	397177
Wheeler Peak, NV	White Mountain, CA	544505	112834
Whitaker Forest Road, Badger, California	Mt Spokane, WA	1871145	364106
Palomar Mt, CA	Daylight Pass Rd, CA	495580	104659
Trail Ridge Rd, CO	Nate Harrison Grade, CA	1840852	375905
Portuguese Pass, CA	Guanella Pass, CO	1829005	368844
Daylight Pass Rd, CA	Hwy 153, UT	533420	106397
Shirley Meadows, CA	Sonora Pass West, CA	500586	107941
Hwy 156-Lee Canyon, NV	Glacier Lodge Rd, CA	382816	77717
Mt Harrision, ID	Wolf Creek Pass, CO	1135046	230032
Mt Harrision, ID	Mix Canyon, Fairfield	1085593	215253
Monitor Pass East, CA	Whitney Portal, CA	326180	70679
Kolob Terrace Rd, UT	Tollhouse Rd, CA	1071102	216795
Hwy 21-245-180-198, CA	Nine Mile Rd, CA	5062145	956272
Mix Canyon, Fairfield	Etna Summit West, CA	453910	100494
Aspen, Colorado	Townes Pass East, CA	1314160	271025
Mt Washington Auto Rd, NH	Elkhorn Summit, OR	4856388	929705
Dawson's Saddle, CA	Hwy 18-Waterman Canyon, CA	81402	21869
Glacier Lodge Rd, CA	Little Cottonwood Canyon, UT	916100	173248
Sonora Pass West, CA	Hwy 18-Waterman Canyon, CA	602095	116861
Trail Ridge Rd, CO	Hwy 14 West, WY	194109	48963
N4/Table Mt, CA	Mt Shasta, CA	1498537	293042
Mt Graham, AZ	Hwy 14 Alt Route, WY	1521577	293062
Hwy 21-245-180-198, CA	Onion Valley Rd, CA	434038	118206
Portuguese Pass, CA	Refugio Rd, CA	377406	83309
Mt Graham, AZ	Sandia Crest Hwy, NM	586461	132217
Hwy 180 West, CA	Mt Baldy, CA	503067	101319
Hwy 330, CA	Mosquito Ridge Rd East, CA	912487	192909
Wheeler Peak, NV	Hwy 31 West, UT	382109	76831
Hurricane Ridge, WA	Whitney Portal, CA	1823145	351518
Palomar Mt, CA	Mt Hood, OR	1731218	340180
Valley of the Falls Dr, Forest Falls, CA 92339	Mt Washington Auto Rd, NH	5106292	965776
Rock Creek, CA	Emigrant Pass East, CA	835788	162736
Little Cottonwood Canyon, UT	Beartooth Pass North, MT	764354	153200
Rock Creek, CA	Hwy 21-245-180-198, CA	391782	77339
Hwy 39-Crystal Lake Rd, CA	Empire Pass, UT	1254052	249702
N4/Table Mt, CA	Hurricane Ridge, WA	1219868	248346
Dawson's Saddle, CA	Elkhorn Summit, OR	1439413	271658
Slumgullion Pass West, CO	Hwy 157-158, NV	1063806	224891
Whiteface Mt, NY	Mt Washington Auto Rd, NH	309260	71870
Cajon Junction, California 92371	Emigrant Pass East, CA	296150	57124
Hwy 190, CA	Tollhouse Rd, CA	483923	96716
Hwy 190, CA	Parks Creek East, CA	829715	163970
Hurricane Ridge, WA	Mosquito Ridge Rd East, CA	1399190	289559
Nine Mile Rd, CA	Whitney Portal, CA	4824386	892135
Kolob Terrace Rd, UT	Hwy 156-158, NV	3575178	682930
Wildrose, CA	Glacier Lodge Rd, CA	2460506	477609
Powder Mountain, UT	Palomar Mt, CA	1308155	260143
Death Valley Rd East, CA	Mosquito Ridge Rd East, CA	530478	110900
Mt Lemmon, AZ	Beasore Rd, CA	1390748	272091
Nine Mile Rd, CA	Beartooth Pass North, MT	3276579	612942
Beasore Rd, CA	Emigrant Pass East, CA	732796	144943
Mt Ashland, OR	Mt Hood, OR	510702	115172
Whiteface Mt, NY	Emigrant Pass East, CA	4695681	878179
Rock Creek, CA	La Luz, NM	1939848	375098
Burke Mt, VT	Beasore Rd, CA	5187594	981317
Hwy 143, UT	Hwy 31 West, UT	314379	62268
Hurricane Ridge, WA	Death Valley Rd East, CA	1696067	328061
Trail Ridge Rd, CO	Cajon Junction, California 92371	1721616	340273
Valley of the Falls Dr, Forest Falls, CA 92339	Mt Evans, CO	1705548	349919
Cajon Junction, California 92371	Hwy 156-158, NV	3913121	746114
Hwy 39-Crystal Lake Rd, CA	Hwy 156-158, NV	4015455	771094
Monitor Pass East, CA	Empire Pass, UT	936531	185260
Grand Mesa South, CO	Big Cottonwood Canyon, UT	556887	125060
Mt Equinox, VT	Mt Auscutney, VT	103673	28104
Breckenridge Rd East, CA	Hwy 157-158, NV	568859	110472
Cajon Junction, California 92371	South Lake, CA	221236	43721
Hwy 168, CA	Beartooth Pass North, MT	1420798	270411
Hwy 157 (Mt Charleston), NV	Hwy 39-Crystal Lake Rd, CA	596960	119946
Dawson's Saddle, CA	Hwy 156-Lee Canyon, NV	497415	96410
Mt Equinox, VT	Wolf Creek Pass, CO	3604183	683408
Sandia Crest Hwy, NM	Gibraltar Road, Santa Barbara, CA	1441135	287386
Refugio Rd, CA	Empire Pass, UT	1360726	259339
Hwy 190, CA	Portuguese Pass, CA	196474	45646
Sonora Pass West, CA	Hwy 153, UT	788471	152624
Hwy 168, CA	Mt Evans, CO	1534485	310218
Mt Baldy, CA	Mt Shasta, CA	1116112	220944
Dawson's Saddle, CA	Glacier Lodge Rd, CA	384914	71897
Big Cottonwood Canyon, UT	Shirley Meadows, CA	1157361	231408
Mineral King Rd, CA	Bear Creek Road, CA	403898	88061
Mt Spokane, WA	Whitney Portal, CA	1595157	305311
Dawson's Saddle, CA	Mt Ashland, OR	1314535	261981
Powder Mountain, UT	Nate Harrison Grade, CA	1315857	263411
Magnolia Dr, CO	Whitney Portal, CA	1569907	327432
Portuguese Pass, CA	Pine Creek Rd, CA	2266543	439555
Hwy 198, CA	Mt Evans, CO	1714492	379800
Hwy 143, UT	Hwy 21-245-180-198, CA	1101968	221121
Guardsman Pass, UT	Mt Rose, CA	936206	184849
Mix Canyon, Fairfield	Mt Washington Auto Rd, NH	5367874	1015874
Powder Mountain, UT	Hwy 330, CA	1245890	244460
Hwy 157-158, NV	Hwy 153, UT	466991	97419
Kolob Terrace Rd, UT	Daylight Pass Rd, CA	517950	107121
Cottonwood Pass, CO	Whiteface Mt, NY	3463740	664221
Hwy 143, UT	Mosquito Ridge Rd East, CA	963605	193027
Mt Lemmon, AZ	Little Cottonwood Canyon, UT	1268738	255613
Hwy 190, CA	Cajon Junction, California 92371	257011	47045
Palomar Mt, CA	Hwy 14 Alt Route, WY	1817022	364487
Mt Equinox, VT	Mt Evans, CO	3317253	626085
Wheeler Peak, NV	Mt Hood, OR	1209429	238895
Hwy 39-Crystal Lake Rd, CA	Hurricane Ridge, WA	2167459	422700
Cajon Junction, California 92371	Mt Hood, OR	1555019	300809
Left Hand Canyon, CO	Gibraltar Road, Santa Barbara, CA	2049243	411268
Hwy 156-Lee Canyon, NV	Shirley Meadows, CA	600857	117121
Whitaker Forest Road, Badger, California	Mosquito Ridge Rd East, CA	501952	111243
Hwy 157-158, NV	Left Hand Canyon, CO	1396711	296284
Hwy 330, CA	Hwy 39-Crystal Lake Rd, CA	123102	31464
Etna Summit West, CA	Whitney Portal, CA	893367	181582
Sherman Pass West, CA	Mosquito Ridge Rd East, CA	652905	145258
Mt Lemmon, AZ	Palomar Mt, CA	734796	146709
Mineral King Rd, CA	Hwy 157-158, NV	746059	149047
Rock Creek, CA	Mt Baldy, CA	1016208	202108
Magnolia Dr, CO	Hwy 156-158, NV	2766583	539154
Mix Canyon, Fairfield	Tollhouse Rd, CA	367516	70976
Mt Lemmon, AZ	Mt Shasta, CA	1805509	332711
Hwy 330, CA	Horseshoe Meadows Rd, CA	338367	65022
Powder Mountain, UT	Hwy 198, CA	1135983	247465
Hwy 14 Alt Route, WY	Horseshoe Meadows Rd, CA	1558003	309805
Mt Baldy, CA	Mosquito Ridge Rd East, CA	933190	195947
Palomar Mt, CA	Hurricane Ridge, WA	2270870	440814
Refugio Rd, CA	Beartooth Pass North, MT	2016782	369797
Hwy 143, UT	Cottonwood Pass, CO	830856	177531
Balch Park Rd, CA	Hwy 14 West, WY	1983352	395589
Whiteface Mt, NY	Little Cottonwood Canyon, UT	3943274	741978
Monitor Pass East, CA	Hwy 157-158, NV	605101	118025
Mt Ashland, OR	Breckenridge Rd East, CA	1116698	218274
Big Cottonwood Canyon, UT	Mt Graham, AZ	1156540	241400
Hwy 190, CA	Hwy 330, CA	314476	61119
Valley of the Falls Dr, Forest Falls, CA 92339	Refugio Rd, CA	351965	67561
Mt Lemmon, AZ	Hurricane Ridge, WA	2800957	530381
La Luz, NM	Left Hand Canyon, CO	1051060	196326
Hwy 31 West, UT	Gibraltar Road, Santa Barbara, CA	1290805	259365
Refugio Rd, CA	Breckenridge Rd East, CA	311279	71906
Mt Lemmon, AZ	Hwy 14 Alt Route, WY	1667101	319152
Mt Auscutney, VT	Tollhouse Rd, CA	5319271	1006738
La Luz, NM	Horseshoe Meadows Rd, CA	1615709	291798
Tollhouse Rd, CA	Dantes View, CA	629952	134642
Refugio Rd, CA	Dantes View, CA	594812	110198
Refugio Rd, CA	Hwy 157-158, NV	675655	123131
Hwy 190, CA	Beasore Rd, CA	384525	95622
Shirley Meadows, CA	Mt Rose, CA	615989	130967
Death Valley Rd East, CA	Hwy 18-Waterman Canyon, CA	440842	88928
Nine Mile Rd, CA	Daylight Pass Rd, CA	4656703	867319
Hwy 21-245-180-198, CA	Little Cottonwood Canyon, UT	1306315	254545
Glacier Lodge Rd, CA	Dantes View, CA	252590	58060
N4/Table Mt, CA	Beasore Rd, CA	1993400	398237
Dawson's Saddle, CA	Onion Valley Rd, CA	326979	64330
Hurricane Ridge, WA	Mt Washington Auto Rd, NH	5155264	978107
Parks Creek East, CA	Onion Valley Rd, CA	774620	153843
Townes Pass East, CA	Nate Harrison Grade, CA	430137	91096
Hwy 21-245-180-198, CA	Mt Hood, OR	1146424	234197
Left Hand Canyon, CO	Mosquito Ridge Rd East, CA	1906761	370437
Hwy 14 Alt Route, WY	Sandia Crest Hwy, NM	880994	177914
White Mountain, CA	Elkhorn Summit, OR	1066912	209977
Glacier Lodge Rd, CA	Sandia Crest Hwy, NM	1371149	279518
Cajon Junction, California 92371	Hwy 18-Waterman Canyon, CA	33569	12660
Refugio Rd, CA	South Lake, CA	365904	71228
Clingman's Dome, TN	Mt Hood, OR	4590697	902442
Portuguese Pass, CA	Onion Valley Rd, CA	252225	54961
Burke Mt, VT	Mt Lemmon, AZ	4542097	836256
Hwy 330, CA	Hwy 153, UT	876517	179913
Wildrose, CA	Hwy 156-158, NV	4321103	821936
Hwy 180 West, CA	Mt Spokane, WA	1818376	350899
Hwy 39-Crystal Lake Rd, CA	Beasore Rd, CA	642382	138551
Left Hand Canyon, CO	Mt Rose, CA	1789729	339155
Big Cottonwood Canyon, UT	Breckenridge Rd East, CA	1228399	240781
Hwy 14 West, WY	White Mountain, CA	1473598	293686
Refugio Rd, CA	Clingman's Dome, TN	4127613	792699
Hwy 18 North, CA	Mt Evans, CO	2729029	523586
Powder Mountain, UT	Breckenridge Rd East, CA	1337605	262916
Parks Creek East, CA	Mt Washington Auto Rd, NH	5368099	1014758
Beartooth Pass North, MT	Grand Mesa North, CO	904493	182956
Mt Lemmon, AZ	Hwy 180 West, CA	1254880	235570
Wildrose, CA	Hwy 14 Alt Route, WY	2133003	385971
Kolob Terrace Rd, UT	Left Hand Canyon, CO	1131465	238822
Hwy 156-Lee Canyon, NV	Emigrant Pass East, CA	171427	31782
Hwy 330, CA	Grand Mesa South, CO	1445695	300230
Left Hand Canyon, CO	Wolf Creek Pass, CO	524805	115456
Grand Mesa South, CO	Hwy 14 West, WY	484389	106306
Aspen, Colorado	Hwy 18-Waterman Canyon, CA	1477992	301090
Hwy 143, UT	Shirley Meadows, CA	838753	179558
Hwy 198, CA	Mt Spokane, WA	1869227	362162
South Lake, CA	Elkhorn Summit, OR	1302749	250220
Refugio Rd, CA	Cottonwood Pass, CO	1675816	327953
Hwy 18 North, CA	Beartooth Pass North, MT	3489346	661956
Dawson's Saddle, CA	Valley of the Falls Dr, Forest Falls, CA 92339	112955	25753
Trail Ridge Rd, CO	Bear Creek Road, CA	2007487	412624
Trail Ridge Rd, CO	Big Cottonwood Canyon, UT	758922	161535
Pikes Peak, CO	Hwy 14 Alt Route, WY	379409	82085
Kolob Terrace Rd, UT	Hwy 14 Alt Route, WY	1069755	215751
Rock Creek, CA	Hwy 153, UT	1035883	207478
Mineral King Rd, CA	Hwy 14 West, WY	2039964	410799
Refugio Rd, CA	Hurricane Ridge, WA	2086293	411878
Portuguese Pass, CA	Big Cottonwood Canyon, UT	1233659	245382
Mt Equinox, VT	Nate Harrison Grade, CA	4921874	925884
Mt Equinox, VT	Magnolia Dr, CO	3280053	624315
Left Hand Canyon, CO	White Mountain, CA	1508565	316811
Parks Creek East, CA	Beasore Rd, CA	810125	161674
Palomar Mt, CA	Mt Auscutney, VT	4989681	933974
Sherman Pass West, CA	Hwy 143, UT	845942	180666
Hwy 14 West, WY	Sonora Pass West, CA	1673047	314646
Powder Mountain, UT	Clingman's Dome, TN	3213657	630898
Hwy 330, CA	Lake Sabrina, CA	463171	87162
Empire Pass, UT	Grand Mesa North, CO	483914	108131
Mix Canyon, Fairfield	Wolf Creek Pass, CO	1998717	383924
Mix Canyon, Fairfield	Mt Auscutney, VT	5158396	983771
Trail Ridge Rd, CO	Sandia Crest Hwy, NM	786611	160251
Monitor Pass East, CA	Cajon Junction, California 92371	599964	113361
Dawson's Saddle, CA	Hwy 168, CA	402765	76341
Powder Mountain, UT	Mix Canyon, Fairfield	1211897	237912
Hwy 156-Lee Canyon, NV	Nine Mile Rd, CA	4515644	834272
Guanella Pass, CO	Lake Sabrina, CA	1590677	321843
South Lake, CA	Pine Creek Rd, CA	2219703	426791
Mt Washington Auto Rd, NH	Magnolia Dr, CO	3581470	677707
Hwy 21-245-180-198, CA	Glacier Lodge Rd, CA	513344	113074
Hwy 21-245-180-198, CA	Elkhorn Summit, OR	1248301	253399
Sherman Pass West, CA	La Luz, NM	1612168	297437
Dantes View, CA	Mt Hood, OR	1375960	271090
Left Hand Canyon, CO	Pine Creek Rd, CA	1768682	323769
Mineral King Rd, CA	Mt Baldy, CA	505716	109656
Hwy 190, CA	Hwy 157 (Mt Charleston), NV	354653	77882
Grand Mesa South, CO	Hwy 18 North, CA	2985505	578430
Monitor Pass East, CA	Gibraltar Road, Santa Barbara, CA	747598	152934
Hwy 198, CA	Townes Pass West, CA	239285	77819
Mt Baldy, CA	Mt Washington Auto Rd, NH	5159660	975584
Hwy 180 West, CA	Magnolia Dr, CO	1851203	392275
Wheeler Peak, NV	Grand Mesa South, CO	769542	160953
Mt Baldy, CA	Townes Pass East, CA	337357	70986
La Luz, NM	Hwy 14 West, WY	1202381	224107
Hwy 157 (Mt Charleston), NV	Pine Creek Rd, CA	1947389	372736
N4/Table Mt, CA	Cottonwood Pass, CO	1801728	337921
La Luz, NM	Grand Mesa North, CO	857067	169260
Bear Creek Road, CA	Mt Hood, OR	1169779	240935
Mineral King Rd, CA	Sherman Pass West, CA	205672	55293
Hwy 157 (Mt Charleston), NV	South Lake, CA	469421	98103
Breckenridge Rd East, CA	Mt Spokane, WA	2015386	387974
